User_ID,account_nbr,Address_usr,City_usr,State_usr,Zipcode_usr,Mail_addr,mail_city_usr,mail_state_usr,mail_zipcode_usr,cel_usr,pho_usr
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
,,,,,,,,,23456,,
,,,,,,,,,78901,,
,,,,,,,,,34567,,
,,,,,,,,,89012,,
,,,,,,,,,45678,,
,,,,,,,,,12345,,
,,,,,,,,,67890,,
